2.4074124304840448e-35,3.4349312860597764e-33,2.6383089843543423e-31,1.3739486414440741e-29,5.3676394665707881e-28,1.6658403459974851e-26,4.2612513648150867e-25,9.2184961760890206e-24,1.718761356808906e-22,2.8021054150482273e-21,4.0402823292304168e-20,5.1997108538896228e-19,6.0179774073483433e-18,6.3028742075742626e-17,6.0051495940308891e-16,5.2280526239750143e-15,4.1748232935174046e-14,3.0678560506209503e-13,2.0804155563047439e-12,1.305072830282108e-11,7.5891812675412478e-11,4.0983539826557232e-10,2.0584703586940325e-9,9.6286567712477907e-9,4.1990060100937274e-8,1.7087426616949134e-7,6.4933330623326501e-7,2.3054588507652508e-6,7.6509137818737759e-6,0.000023737506832064623,0.000068858224036863983,0.00018674216691198531,0.00047336398024405019,0.0011211060603380327,0.0024794710589002451,0.0051170629831686971,0.0098455999130524381,0.017642070045061976,0.029402043177804701,0.045505075867965747,0.065285644583890064,0.086645316236730628,0.10611840669103821,0.11960107482229067,0.12364070483127416,0.11679353154428658,0.10036290268683666,0.078044870426441081,0.054578223243247459,0.034067060217168213,0.018806513022033712,0.0090781067961033551,0.0037767207158640879,0.00132878159134166,0.00038534175717065378,0.000088771946839618996,0.000015341697357296274,1.7976631581710114e-6,1.133922237493023e-7
3.4349312860597764e-33,4.6795282823748863e-31,3.4280899935617884e-29,1.7007591824273861e-27,6.322373398833615e-26,1.8646915170840445e-24,4.5270104921449528e-23,9.2817183748535608e-22,1.6377133376879676e-20,2.5228116744919032e-19,3.4314297103829533e-18,4.1586084396525017e-17,4.5239811906774299e-16,4.4448324794405873e-15,3.9643906357552766e-14,3.2237128697289398e-13,2.3987139284236938e-12,1.6382659183741298e-11,1.0296989046644436e-10,5.9691743321406611e-10,3.1974089161185367e-9,1.5849793474408876e-8,7.2798814800010509e-8,3.1010957106520532e-7,1.226021840562114e-6,4.5005530286204108e-6,0.00001534270091904849,0.000048571195864634378,0.00014274266608293229,0.00038918819345177699,0.00098354093962928026,0.0023008786256594165,0.0049742298504052402,0.0099160452546627159,0.018177040420515237,0.030531830710953757,0.046784751022647605,0.065038082888340477,0.081465436775940209,0.091213332043718786,0.090597315999804429,0.079754005372235521,0.063961938415142983,0.051970777856568451,0.051415334396939662,0.063847785429982898,0.083001829629783388,0.098092957760078773,0.1002197072294419,0.087387273313181822,0.064761507983179647,0.040592744128138368,0.021334494504731531,0.0092694634537648011,0.0032570605042209543,0.00089467865346406038,0.00018185911127268796,0.00002476990132123648,1.7976631581710114e-6
2.6383089843543423e-31,3.4280899935617884e-29,2.3924469196288109e-27,1.129392546054979e-25,3.9896876402042602e-24,1.1167025335323625e-22,2.5691936151834097e-21,4.9844458237114405e-20,8.3088341272598859e-19,1.2071746340318684e-17,1.5458514863626761e-16,1.7604473737859097e-15,1.7959690876367344e-14,1.651191160688429e-13,1.3749183030957131e-12,1.0412052203157467e-11,7.1957652705331173e-11,4.5514382627662825e-10,2.6410957053158981e-9,1.4087209022977215e-8,6.9173581125776818e-8,3.1306904780872331e-7,1.3070257846954439e-6,5.0359984991131031e-6,0.000017910650211079558,0.000058786489689385946,0.00017796719992427972,0.00049645392214448885,0.0012743139834378075,0.0030038888697974244,0.0064859994964880435,0.012784787095931935,0.022905989007382084,0.037095778841289669,0.053917551472640224,0.069708389616354328,0.079321934905594732,0.078656883564250723,0.068051424396731337,0.053947010425452431,0.046162380831874202,0.05108220956432167,0.065583809355080466,0.078019869917113752,0.077532199500208015,0.064422850655561846,0.051183757522150606,0.051594997527481613,0.067595857968437683,0.086891140068742029,0.093664411674886065,0.081574597497082738,0.057026583235822283,0.031795994488095515,0.013932231478783718,0.0046637988762198228,0.0011338172446932551,0.00018185911127268796,0.000015341697357296274
1.3739486414440741e-29,1.7007591824273861e-27,1.129392546054979e-25,5.066376430811442e-24,1.6984339329618231e-22,4.5048311942272664e-21,9.8063401239223557e-20,1.7971919074551212e-18,2.8251420416632039e-17,3.8636760902297256e-16,4.6481959491415498e-15,4.9627662670710788e-14,4.7360688711940317e-13,4.0634804750289881e-12,3.1495130322594626e-11,2.2139287336096568e-10,1.4159890742995467e-9,8.2616805700215498e-9,4.4064864490363767e-8,2.1519147082308182e-7,9.6330530823446223e-7,3.9556679372693823e-6,0.000014904535091646021,0.000051522436587151369,0.00016330146131753029,0.00047404145566856448,0.0012581808476260114,0.0030461171133118742,0.006705806946600883,0.01336730474681669,0.023997139324825287,0.038523528553709346,0.054800875894300802,0.06829594919555741,0.073619646327616289,0.06808360300290603,0.055223940729188943,0.044472725709769839,0.044866607930271804,0.056534531661227152,0.068658662831729128,0.06893312242903094,0.057107103353744558,0.047054489259508718,0.051792548332039589,0.067086945908315252,0.074953160315887505,0.065575317905094366,0.050854461436436161,0.050866866747714575,0.069163065244990494,0.087810502768909732,0.087313378264133861,0.065897640049720567,0.03743853592407284,0.015710457002907055,0.0046637988762198228,0.00089467865346406038,0.000088771946839618996
5.3676394665707881e-28,6.322373398833615e-26,3.9896876402042602e-24,1.6984339329618231e-22,5.3953950296521081e-21,1.3539577948273506e-19,2.7840250825836635e-18,4.8110819088739347e-17,7.1180923454313457e-16,9.1440213039410224e-15,1.0311256074336064e-13,1.0295595061723191e-12,9.1660128273057439e-12,7.3172008864858731e-11,5.2617280022615795e-10,3.4208345166752568e-9,2.01666204486025e-8,1.0805016366893358e-7,5.2704492097214115e-7,2.34315382407783e-6,9.5007285526543732e-6,0.000035136516316601219,0.0001184705845937916,0.00036379695874242039,0.0010156907989611855,0.0025718042364723311,0.0058857500170532641,0.012118866364135572,0.022314402295541637,0.036451327554135749,0.052281728354287706,0.064989622739909668,0.069018873593823923,0.062190527980267247,0.049370428716106185,0.041010499119296337,0.044899798869030385,0.057421835393759643,0.065185885051417304,0.059250513564276042,0.047191823782625279,0.045396184535613127,0.057331406006461138,0.066902817051388336,0.060369277168593755,0.047861460905477461,0.049948988056104564,0.065708232588579761,0.072085753453645003,0.059229669425061029,0.04763474122580974,0.05843268467632355,0.081453582121023417,0.088357075524546466,0.068563064171330928,0.03743853592407284,0.013932231478783718,0.0032570605042209543,0.00038534175717065378
1.6658403459974851e-26,1.8646915170840445e-24,1.1167025335323625e-22,4.5048311942272664e-21,1.3539577948273506e-19,3.2093514819349928e-18,6.2222445625764553e-17,1.0119483202239255e-15,1.4061883973045803e-14,1.6929355888846875e-13,1.7849496429098497e-12,1.66220685552562e-11,1.3764208398117444e-10,1.0189870366731133e-9,6.7733586627404904e-9,4.0562511673626915e-8,2.1940829272554832e-7,1.0739935958581394e-6,4.7631767016204805e-6,0.000019150775154971594,0.000069797389559330416,0.00023042477417167581,0.00068802910295717682,0.0018537537876933993,0.0044916267597220399,0.0097421856099557612,0.018798139575627719,0.032003207333532593,0.047552355757378684,0.060816344048743097,0.065898652822067934,0.059949413388881782,0.047487258029777559,0.039271342589728318,0.043346196960884765,0.055428934842269188,0.061443879624063821,0.053913193818271649,0.043300246875278472,0.045350683061778887,0.057686674773630351,0.061416086020730855,0.050697300779602572,0.044245532777382088,0.054697666803184074,0.064947133022055477,0.056993034555748691,0.046034165625188778,0.0547190332047325,0.070072365759542237,0.064934826362348162,0.048884242038231037,0.054127182214746272,0.079042108304207307,0.088357075524546466,0.065897640049720567,0.031795994488095515,0.0092694634537648011,0.00132878159134166
4.2612513648150867e-25,4.5270104921449528e-23,2.5691936151834097e-21,9.8063401239223557e-20,2.7840250825836635e-18,6.2222445625764553e-17,1.1352914483545892e-15,1.7340371621926131e-14,2.2580122144318442e-13,2.5414083161850639e-12,2.4985950554113579e-11,2.1636175360276812e-10,1.6609380980185977e-9,1.1361471508875311e-8,6.9525952199400295e-8,3.8176005584607077e-7,1.8849097479960171e-6,8.3796672071969836e-6,0.000033561786263304571,0.00012107487109138276,0.00039301065684568101,0.0011456416249095814,0.00299004213416982,0.0069569486514176897,0.014344908576177924,0.026003514818603633,0.040998549904628371,0.055440597589669149,0.063224183526203612,0.059978627042907405,0.048326738716273799,0.038583369063238129,0.040503123284921868,0.05187805274167456,0.058713376795044888,0.052027147450454828,0.041670643629369811,0.043814095518555794,0.055473875295761463,0.057358589013081035,0.046442006165200297,0.043268403789631419,0.054939848837274113,0.059756154369762992,0.048573010978237728,0.045109997819211772,0.05866368796964471,0.062491486863219641,0.049038074186098366,0.048925754916711835,0.066558423908241528,0.067107043176726548,0.049711562321571535,0.054127182214746272,0.081453582121023417,0.087313378264133861,0.057026583235822283,0.021334494504731531,0.0037767207158640879
9.2184961760890206e-24,9.2817183748535608e-22,4.9844458237114405e-20,1.7971919074551212e-18,4.8110819088739347e-17,1.0119483202239255e-15,1.7340371621926131e-14,2.4818673963624419e-13,3.0211173116078847e-12,3.1703071914914805e-11,2.8978323220781852e-10,2.3257294116291002e-9,1.649121983575557e-8,1.0380566183571224e-7,5.8211374135227176e-7,2.9154202157568683e-6,0.000013060891040491498,0.000052371577280253713,0.00018790558152145653,0.00060248458597016679,0.0017221642013552961,0.0043723961868773131,0.0098079613772582641,0.01929586222168233,0.032963877651880327,0.048250552841798378,0.059493513592857931,0.060709331466544249,0.051318595731670948,0.039656492560709914,0.037451263869802373,0.047028625723209511,0.056174758490946093,0.052392698231030648,0.041559810192842304,0.041130834915147936,0.052087918770231249,0.055323241080472463,0.04514356231174993,0.041661934163353998,0.052635608363057786,0.056140980205698971,0.045186122823705302,0.044557817338291946,0.057263600793870494,0.055550222589173387,0.044086210777679785,0.051849816077791955,0.063208878844830339,0.052162871081711863,0.046978277943078752,0.065118371294417857,0.067107043176726548,0.048884242038231037,0.05843268467632355,0.087810502768909732,0.081574597497082738,0.040592744128138368,0.0090781067961033551
1.718761356808906e-22,1.6377133376879676e-20,8.3088341272598859e-19,2.8251420416632039e-17,7.1180923454313457e-16,1.4061883973045803e-14,2.2580122144318442e-13,3.0211173116078847e-12,3.4286676034160418e-11,3.3448135479258031e-10,2.8332272543031717e-9,2.0998665639534425e-8,1.3697306168792254e-7,7.8974835814257872e-7,4.037104016639086e-6,0.00001833133624825783,0.000073994700456947181,0.00026543060380368008,0.00084488680745191131,0.002379709838356428,0.005905117142146646,0.012828279444916698,0.024183214477979074,0.039086447140132931,0.053301684417704873,0.06015256339126161,0.055413942968763303,0.043329272286403635,0.03589065050481584,0.041278312381134804,0.052357528351972645,0.053640352989006807,0.043425487986770581,0.0385350811804153,0.047521094173831048,0.054115702251865868,0.045950135369143044,0.039749246664186437,0.048948789325866444,0.054291621276725296,0.044343450817448741,0.042573034566712139,0.054319759010275346,0.052297235292023826,0.042179492370714684,0.050922774683768931,0.058297442499728448,0.046291648114942219,0.048146467230872768,0.062564896025923646,0.053284350906878932,0.046978277943078752,0.066558423908241528,0.064934826362348162,0.04763474122580974,0.069163065244990494,0.093664411674886065,0.064761507983179647,0.018806513022033712
2.8021054150482273e-21,2.5228116744919032e-19,1.2071746340318684e-17,3.8636760902297256e-16,9.1440213039410224e-15,1.6929355888846875e-13,2.5414083161850639e-12,3.1703071914914805e-11,3.3448135479258031e-10,3.0236722740917599e-9,2.3649401346523938e-8,1.6121196751814381e-7,9.6293849910560474e-7,5.0589623401244033e-6,0.00002343220985807012,0.000095788346301382041,0.00034550494923684855,0.0010978311882496535,0.0030632431502432946,0.0074681725290292175,0.015792519878646233,0.028668827439975869,0.044048521871671161,0.056226524739873642,0.058427867402145019,0.049358736236271652,0.037778327210756764,0.036267151028171938,0.04626879768540015,0.053613343085943927,0.047284148601468515,0.037926620109184483,0.041985501118185042,0.051861082631128725,0.048375353467187087,0.039012129395282073,0.044141057584539404,0.052755382017811014,0.045480359589166473,0.040078349125193956,0.050540680836549913,0.051542004285548491,0.041167494594012673,0.047723383965849699,0.055298463256551582,0.04432297803507584,0.04656213716802444,0.058365613344478452,0.047948262044649388,0.047091022145967464,0.062564896025923646,0.052162871081711863,0.048925754916711835,0.070072365759542237,0.059229669425061029,0.050866866747714575,0.086891140068742029,0.087387273313181822,0.034067060217168213
