6.1629758220391547e-33,8.1895722783214149e-31,5.8507602017723759e-29,2.8302202062105674e-27,1.0256375958564812e-25,2.948353350189567e-24,6.9754000756817652e-23,1.3934847258608185e-21,2.3953266415674703e-20,3.5942504394860522e-19,4.7615340562851871e-18,5.6199083176646833e-17,5.953655649151964e-16,5.6962037662429259e-15,4.9473738486048846e-14,3.9177977498819773e-13,2.8391749532675218e-12,1.888826589686719e-11,1.1566653393334372e-10,6.5348037992799618e-10,3.4127940263674195e-9,1.6502565355933875e-8,7.3985990112115588e-8,3.0788573339510256e-7,1.1903050627978063e-6,4.2780907017984973e-6,0.000014301172289310573,0.000044478088036782118,0.00012871055060379516,0.00034652534684567828,0.00086773239077960083,0.0020200382968052679,0.0043687987301303133,0.0087701398353228543,0.01632328803150055,0.028130187593734452,0.044811585137391117,0.065859310891136793,0.089096318448867891,0.11065018025254716,0.12575560525737288,0.1303108713415066,0.12258049017056003,0.10413803572129043,0.079408968625818449,0.053947770888073781,0.032357311081492967,0.016941521119321487,0.0076324122506897355,0.0029034525886222526,0.00090901625452651535,0.0002257565989737096,0.000042002489753199661,5.2913497127975319e-6,3.5837542320767147e-7
8.1895722783214149e-31,1.0355031976190188e-28,7.0303012334705613e-27,3.2275780549446431e-25,1.1085061276009125e-23,3.0155798912803086e-22,6.741104057218338e-21,1.2703372288018547e-19,2.0562604427431625e-18,2.9001027235066834e-17,3.6040247931588636e-16,3.9819350731822075e-15,3.9400289883486478e-14,3.5124546039208762e-13,2.8352599981157001e-12,2.08090814572965e-11,1.3934846635644953e-10,8.5389223101585591e-10,4.7995854403898532e-9,2.4795029993139444e-8,1.1791746812405616e-7,5.1687173200789702e-7,2.0901285722439518e-6,7.8019815422827756e-6,0.000026890458821105337,0.000085572497693346341,0.00025133314211850475,0.00068081058982591405,0.0016989202033183197,0.0038994402052721954,0.0082147754019243586,0.015840050644428376,0.027857720231105041,0.04448316278414847,0.064122048870124813,0.082841645032773552,0.095097403374011438,0.096149749236619893,0.085375077488347588,0.068280268759921939,0.05488890780150088,0.054262116047951514,0.068262520057273129,0.089339491602560409,0.10477635562826523,0.10474238391812249,0.088147548502542644,0.062130916955905539,0.036415000611752064,0.017523399039397006,0.0067814193684674316,0.0020420866456214698,0.0004532662987815505,0.000067188755269527147,5.2913497127975319e-6
5.8507602017723759e-29,7.0303012334705613e-27,4.5298525444165407e-25,1.9708739910825793e-23,6.4053357977028074e-22,1.6462979603941159e-20,3.471151017345983e-19,6.1587507631574474e-18,9.3682822954094153e-17,1.2391577284400276e-15,1.4411059428642971e-14,1.4866027607156056e-13,1.369989826172991e-12,1.1344590372856391e-11,8.4817001784649377e-11,5.7478313331488521e-10,3.5419923590847259e-9,1.989960315806127e-8,1.0213915584378346e-7,4.7971006111088484e-7,2.0639374546994054e-6,8.1404960998693125e-6,0.000029441671060552094,0.00009762537318071766,0.00029660780003685038,0.00082477012502855604,0.002095437074930124,0.0048526049909745272,0.010210470819669372,0.019438261221740809,0.033298218587404604,0.050960903700307568,0.069045455809697409,0.081891888692106532,0.084036019097899918,0.074345539439416178,0.058912023007415505,0.048921000927840468,0.052832362702336666,0.068280153005005598,0.082158269635869033,0.081598363966359445,0.066985799295560753,0.053239458896348256,0.055894257431765697,0.075205458509217949,0.095055511458744045,0.09787191936088803,0.079687442117326621,0.050936327846540878,0.025258170244775966,0.0094720212579127059,0.0025591535878604529,0.0004532662987815505,0.000042002489753199661
2.8302202062105674e-27,3.2275780549446431e-25,1.9708739910825793e-23,8.1142214081589959e-22,2.4914101795819155e-20,6.0392985314293661e-19,1.198778127281829e-17,1.9985091436634712e-16,2.8505309727356904e-15,3.5276520905027896e-14,3.8293007398895839e-13,3.6776957473691661e-12,3.1467393140531139e-11,2.4121336984340256e-10,1.6640234296524215e-9,1.0368408699716519e-8,5.8520651659113364e-8,2.9985630888085553e-7,1.3970978726134781e-6,5.9252827048011958e-6,0.000022886647018838646,0.000080506181011251981,0.000257740096498854,0.00075006209985369363,0.0019802448412471434,0.0047295708106405208,0.010179577466881566,0.019642685247751013,0.033749577175771417,0.051172842316521251,0.067687178133498958,0.077030358298155991,0.074511357376625246,0.061824828687938574,0.048522164496341717,0.046101878315275529,0.057336020696800436,0.071373027112206605,0.073227349782709588,0.060829597149710149,0.049596885650763858,0.054960059436475775,0.071791466942359648,0.078975646586174885,0.066919894235146939,0.052103716235529639,0.056762297043935721,0.079469373473638159,0.095809162926902347,0.086907477468913268,0.058028940780685839,0.028078092044417382,0.0094720212579127059,0.0020420866456214698,0.0002257565989737096
1.0256375958564812e-25,1.1085061276009125e-23,6.4053357977028074e-22,2.4914101795819155e-20,7.2145337325782362e-19,1.646321905658376e-17,3.0702877261830902e-16,4.7989433561314101e-15,6.4030286853036522e-14,7.394565670943392e-13,7.4709831994671694e-12,6.6594155505640287e-11,5.2721519754952754e-10,3.7268295094818323e-9,2.3621876237387852e-8,1.3468831232208725e-7,6.9254812188015452e-7,3.2167625115311874e-6,0.000013510806797309838,0.000051331816104326791,0.00017635308205657846,0.00054726157564895768,0.0015310310253320006,0.0038502389802865024,0.0086681853370323636,0.017373225379031011,0.030767192924610655,0.047667656717273676,0.063776800313897064,0.072548709328184104,0.069253179177729624,0.056350302027619727,0.044549079374198117,0.045049929870176706,0.057613444426724086,0.068260687575191954,0.064133470929043589,0.050836928024601378,0.047359763652052352,0.059881717372328529,0.070601163708327501,0.063218153184379858,0.049925239269742572,0.054150133925498352,0.071692023724221771,0.075011040415654932,0.058612411403474183,0.050900255207455917,0.069684903770608924,0.09264292642893531,0.088647947751310948,0.058028940780685839,0.025258170244775966,0.0067814193684674316,0.00090901625452651535
2.948353350189567e-24,3.0155798912803086e-22,1.6462979603941159e-20,6.0392985314293661e-19,1.646321905658376e-17,3.5295647645553085e-16,6.1710356266706434e-15,9.0219549513230284e-14,1.1231621265635052e-12,1.2070081753138205e-11,1.1315024217515206e-10,9.3286975062949509e-10,6.8073457766584292e-9,4.4185843573600266e-8,2.5608671660124886e-7,1.3289340293930199e-6,6.1866438255894214e-6,0.000025864145638002333,0.000097124197136349501,0.00032738923987556268,0.00098906299820919664,0.0026708950659290776,0.0064218339481054705,0.013672166251031962,0.025580858661312766,0.041636257227327416,0.058164537318929331,0.068581434214737954,0.067188569493280745,0.055230789750432088,0.043139221157163512,0.042930620047487514,0.054901995834741225,0.064592421673651976,0.059375131423294805,0.046915987515616134,0.046500142716935,0.059585449694495224,0.065117171214593997,0.053874282792302077,0.046630846087989169,0.058377296177505192,0.068695676233873764,0.058392490669380994,0.048449615163727539,0.061566070586950404,0.07542364962109264,0.063706716938229701,0.050061052904060965,0.066629981248159261,0.09264292642893531,0.086907477468913268,0.050936327846540878,0.017523399039397006,0.0029034525886222526
6.9754000756817652e-23,6.741104057218338e-21,3.471151017345983e-19,1.198778127281829e-17,3.0702877261830902e-16,6.1710356266706434e-15,1.0091512173438487e-13,1.3764740872541791e-12,1.5943935522004061e-11,1.5895036984733735e-10,1.3778396043080287e-9,1.0466766017710481e-8,7.0099496386525824e-8,4.1579243359119246e-7,2.1914275525058342e-6,0.000010285301856853642,0.000043037885583706037,0.00016058136891205193,0.000533778205476636,0.0015774621658563484,0.0041306759741712525,0.0095361897770568605,0.019273357337320996,0.033771603656245628,0.050636056267166586,0.063871089076271642,0.066530845776606929,0.057038279714304803,0.043841521947282925,0.040293216486676563,0.050337419948766809,0.061188657312072987,0.057971504533240717,0.045770830039899534,0.044395604044927934,0.056660043992540817,0.061315469635098052,0.050102814937105732,0.045234257608811868,0.057650273992023023,0.06304766107295911,0.050626235597988703,0.048328124760625995,0.063740109830275795,0.064442706867305695,0.049590400383179369,0.05576588886319023,0.074043717203095567,0.065342231207330818,0.050061052904060965,0.069684903770608924,0.095809162926902347,0.079687442117326621,0.036415000611752064,0.0076324122506897355
1.3934847258608185e-21,1.2703372288018547e-19,6.1587507631574474e-18,1.9985091436634712e-16,4.7989433561314101e-15,9.0219549513230284e-14,1.3764740872541791e-12,1.7468160913385966e-11,1.876859423077472e-10,1.7298956000281929e-9,1.3813376483625843e-8,9.627392073665201e-8,5.8892430710908911e-7,3.174582500350976e-6,0.000015119413230173657,0.000063710040768400126,0.00023756412553301106,0.00078303511077886535,0.0022757860725129377,0.0058082620800380644,0.012938059506439633,0.024936106097816085,0.041086831403773469,0.056946831954232093,0.065087530806292369,0.060421087575682891,0.047213595094926141,0.03878236762260138,0.044608475651699518,0.056925928604428061,0.058295118777398515,0.046890259136768592,0.041809687032928037,0.052208683760230035,0.059159760344734061,0.049535911587039442,0.043311085076901414,0.054417021644210434,0.059616025363929742,0.047844755941422894,0.04718199866812084,0.061046130337429434,0.057472650429522909,0.046132388469605872,0.057848673841672611,0.066329325627971224,0.051306772525591466,0.054079612786470156,0.074043717203095567,0.063706716938229701,0.050900255207455917,0.079469373473638159,0.09787191936088803,0.062130916955905539,0.016941521119321487
2.3953266415674703e-20,2.0562604427431625e-18,9.3682822954094153e-17,2.8505309727356904e-15,6.4030286853036522e-14,1.1231621265635052e-12,1.5943935522004061e-11,1.876859423077472e-10,1.8642970769685845e-9,1.5826797080249977e-8,1.1592491401806491e-7,7.3772377526851801e-7,4.0992658599389952e-6,0.000019954625058036139,0.000085246578793002242,0.00031970015702843869,0.001051294153497538,0.0030226149614733681,0.0075619163549401862,0.016342972808239924,0.030198184181467094,0.047024382541290085,0.060542274873835062,0.063093372318121735,0.053120120777692265,0.040489735861839023,0.039282021109187574,0.050595876559196543,0.058088832203036429,0.050302190967098523,0.04061151750192188,0.046496707752621633,0.056856357484383094,0.051259646719845769,0.041833270960728924,0.049657552301055909,0.057705710178219253,0.047748805899987041,0.044485038814677148,0.057295640401194136,0.054927162438255008,0.044378909142565904,0.0554189945247099,0.060733425038956954,0.047076772117539718,0.054783113904628862,0.066573745063506211,0.051306772525591466,0.05576588886319023,0.07542364962109264,0.058612411403474183,0.056762297043935721,0.095055511458744045,0.088147548502542644,0.032357311081492967
3.5942504394860522e-19,2.9001027235066834e-17,1.2391577284400276e-15,3.5276520905027896e-14,7.394565670943392e-13,1.2070081753138205e-11,1.5895036984733735e-10,1.7298956000281929e-9,1.5826797080249977e-8,1.2323788096250661e-7,8.2407270752980814e-7,4.7623395436703584e-6,0.000023886287096506179,0.00010422732176780407,0.00039590256463187137,0.0013075644069192376,0.0037432592838023639,0.0092383007283800636,0.01949324777778888,0.034745934986590399,0.051447662337476549,0.061921419156613502,0.059387586257162563,0.046581369971353795,0.037358539505438611,0.042740034504969563,0.054608582021076462,0.054507872172062598,0.042934624505539042,0.040965705675147894,0.052255615884767319,0.053896109598923992,0.042750179585422776,0.044060150801278747,0.055166992411293595,0.049863984832168789,0.041889310119866202,0.052485214038274071,0.054856062580676812,0.04342573050935156,0.050905884434544694,0.058153089852068146,0.045696664741666907,0.051574478020669916,0.06151885394707183,0.047703761240843186,0.054783113904628862,0.066329325627971224,0.049590400383179369,0.061566070586950404,0.075011040415654932,0.052103716235529639,0.075205458509217949,0.10474238391812249,0.053947770888073781
