3.6734198463196485e-40,5.9611353617863915e-38,5.218462470417921e-36,3.1041236595171973e-34,1.3882930628319176e-32,4.943925466017116e-31,1.4546661781945346e-29,3.6287600939412498e-28,7.8218510939416819e-27,1.4782220328202895e-25,2.4776367063212054e-24,3.7173363277373633e-23,5.0307799035134086e-22,6.1803510300206297e-21,6.9294889140852028e-20,7.1234815521935071e-19,6.7406270333994874e-18,5.8912677152441563e-17,4.7698918935675911e-16,3.5869652780174724e-15,2.5110319164630343e-14,1.6396456551200375e-13,1.0004159632818059e-12,5.7122915103875483e-12,3.0564817729191216e-11,1.5343416727388583e-10,7.2335202422150553e-10,3.2053852499163667e-9,1.3360751745382421e-8,5.2416051848564036e-8,1.9363841044938786e-7,6.7386720702120969e-7,2.2096684063150814e-6,6.8283849038066703e-6,0.000019887015656835733,0.000054583243768717985,0.00014116240121760375,0.00034390171617842864,0.00078893902981308656,0.0017034731426008039,0.0034597703079387101,0.006604837790506294,0.01184143663083913,0.019917528932384033,0.031394112977541505,0.046308436236863777,0.063827062223008671,0.082058260208357198,0.098207844193572035,0.1091663801427848,0.11241466180568769,0.10691963656213857,0.093607120021879529,0.075138640242528721,0.055046285158556445,0.036607246491858356,0.021959140811104481,0.011791251363593839,0.0056152911603660493,0.0023445716123312291,0.00084588455689229596,0.0002587391690503748,0.000065390389954324993,0.000013158739735643684,1.9909500168308566e-6,2.0468654042339485e-7,1.1352026062304266e-8
5.9611353617863915e-38,9.2886094234038631e-36,7.8012287177634045e-34,4.4481381442302755e-32,1.9052104501021915e-30,6.491463196723585e-29,1.8256211782982366e-27,4.3484063642638985e-26,8.9398988603859896e-25,1.6095994130923601e-23,2.5671441390441506e-22,3.6604299202465073e-21,4.701624636407165e-20,5.4743475705903337e-19,5.8088228048853799e-18,5.6425080052247543e-17,5.0368549701381917e-16,4.1456352974987789e-15,3.1550897046090299e-14,2.2258619610400693e-13,1.4587560842951688e-12,8.8975465340558544e-12,5.0588722215597047e-11,2.6848787230409432e-10,1.3316276626944159e-9,6.177927325911802e-9,2.6831174235053942e-8,1.0915225167422405e-7,4.1610958180877427e-7,1.486888195515635e-6,4.9806444258307242e-6,0.000015638540620503745,0.000046015031405065545,0.00012682440278279179,0.00032720690609500642,0.00078954282589985634,0.0017797797084420228,0.0037425415164534595,0.0073281496462429352,0.013331548473243151,0.022471365438296752,0.034975618150221102,0.050057608261589874,0.065541789994850484,0.078028618325731583,0.0838975020859491,0.081023996389498942,0.070456151355618577,0.056887338519992303,0.047089983051994556,0.046643878710859248,0.05666273189948362,0.072681019937636881,0.086740111636401678,0.091586900994132473,0.084368484911423999,0.06756899923390865,0.04693901805025775,0.028166849235795195,0.014496071671552311,0.0063280713513532451,0.0023055367881766373,0.00068475322773986187,0.00016006745130881989,0.000027850166678734919,3.263497270207619e-6,2.0468654042339485e-7
5.218462470417921e-36,7.8012287177634045e-34,6.2804423039544139e-32,3.4294125901001936e-30,1.4053355725918603e-28,4.5765417811864135e-27,1.2288667374555883e-25,2.7915344593662299e-24,5.4671368163765903e-23,9.3654742928891424e-22,1.4193498905510311e-20,1.9204870415838675e-19,2.3374798700005918e-18,2.5751260831709699e-17,2.5812373286139611e-16,2.3645668812909462e-15,1.98700508555604e-14,1.5366021114375307e-13,1.0965507429552111e-12,7.2379798063080683e-12,4.4278451275209377e-11,2.514691469198644e-10,1.3277122441203764e-9,6.5245246951881833e-9,2.9868574697096191e-8,1.2746683251663947e-7,5.0733814802745046e-7,1.8837399330842268e-6,6.5249386083314486e-6,0.00002108009985505024,0.000063490921571461163,0.00017814719829714375,0.00046519018740902713,0.0011289470727239897,0.0025418022545789751,0.0052973810721159082,0.010190726594737142,0.018031563447014057,0.029215511574756569,0.043104615082086635,0.057511411317938223,0.068814234656263477,0.07317731296348011,0.068751197635494414,0.057714668585167162,0.046344273953988336,0.041986740871307392,0.048092381388809204,0.060864503114641551,0.0710372672653649,0.070656770733187511,0.059917419529459702,0.047849915023084587,0.045340220738527791,0.056000252103642412,0.07287688964456382,0.083868547959635969,0.080841999846269824,0.064643491891586502,0.042801732383332191,0.023357562337195142,0.010393146907581932,0.0036986742223247244,0.0010197492796992754,0.00020650991962245737,0.000027850166678734919,1.9909500168308566e-6
3.1041236595171973e-34,4.4481381442302755e-32,3.4294125901001936e-30,1.7915974248693481e-28,7.0169602070341814e-27,2.1816772521706163e-25,5.5866941166774854e-24,1.2088667229402685e-22,2.2523838044654382e-21,3.6659977539824996e-20,5.2714928817999636e-19,6.7577977194813515e-18,7.7807664231316531e-17,8.0955147478414183e-16,7.6505397646607746e-15,6.5952641955394411e-14,5.205242655234884e-13,3.7726874416162287e-12,2.5175964260715674e-11,1.5502096868765548e-10,8.8236327664802857e-10,4.6493933062554364e-9,2.2706142679000142e-8,1.0286555463065861e-7,4.3255079808838502e-7,1.6888347918046888e-6,6.1226931485195921e-6,0.000020606340023993264,0.000064346822709410117,0.0001862689243692539,0.00049922464902219651,0.001236687383696375,0.0028253619330027976,0.0059362079593663052,0.011428786790908548,0.020070625554657703,0.031964820282766776,0.045830119364192893,0.05862002823295303,0.066185566266497955,0.065341083368696331,0.056561306189717079,0.045215364048480583,0.039217832122185399,0.043411839655425595,0.054745285429234683,0.063530542999504083,0.061649455288747641,0.050982994499158182,0.042776975424223779,0.046563156106831616,0.059349043433676436,0.067777787755538157,0.06254747892681606,0.049450332789534611,0.043799476447338902,0.05384059105385812,0.07166850950040991,0.081196877459574464,0.073338357803863877,0.052351965168740577,0.029425552091927073,0.012866885120541918,0.0042640911205056086,0.0010197492796992754,0.00016006745130881989,0.000013158739735643684
1.3882930628319176e-32,1.9052104501021915e-30,1.4053355725918603e-28,7.0169602070341814e-27,2.6238356195864172e-25,7.7797253326970833e-24,1.8975640310004062e-22,3.9060861357274085e-21,6.9143571415162735e-20,1.067675595797654e-18,1.4543695038362689e-17,1.7634290243720436e-16,1.9171766678947514e-15,1.8801822344273639e-14,1.6716321695344136e-13,1.3529902934450254e-12,1.000402848987551e-11,6.7770941267483956e-11,4.2164415306265364e-10,2.4140016753605252e-9,1.2738000990025654e-8,6.202436855515457e-8,2.7893082529793593e-7,1.1591364783920129e-6,4.4520787483287173e-6,0.000015802261725270523,0.000051806574638306094,0.00015673640387841301,0.00043701130077334325,0.0011208573575503297,0.0026380166940480743,0.0056792323913124325,0.011137944829596924,0.019794296836504177,0.031664444969612578,0.045204372951629546,0.05698290030706749,0.062664346583463701,0.059579556053857778,0.049617375287137457,0.039673326226743525,0.037577190097362839,0.04534410525405326,0.055959617088881986,0.058906816859099533,0.051106412105918257,0.0415827611275124,0.042167575782012476,0.052920716380823022,0.060705076601085138,0.055469969022613646,0.044447279936698785,0.043640510353753324,0.055801325560402301,0.065344117378023823,0.059289265218515724,0.045994182766486675,0.044890993465223136,0.060805308875514815,0.077359735185874849,0.076408784399484917,0.056772211347892573,0.031532442376592343,0.012866885120541918,0.0036986742223247244,0.00068475322773986187,0.000065390389954324993
4.943925466017116e-31,6.491463196723585e-29,4.5765417811864135e-27,2.1816772521706163e-25,7.7797253326970833e-24,2.1971202883298056e-22,5.0979460738067797e-21,9.9693350982569379e-20,1.6741116157398645e-18,2.4486457603989693e-17,3.1544302389270938e-16,3.6109778152313194e-15,3.6996607192510105e-14,3.4126425291251993e-13,2.8478737303185188e-12,2.1587128087156663e-11,1.4912524928298726e-10,9.413847458577208e-10,5.4424272651929449e-9,2.8865130871396683e-8,1.4062684303640171e-7,6.2987987993370542e-7,2.5950770494221881e-6,9.8351334907385288e-6,0.000034276922033318383,0.00010976792379587777,0.00032258720749469428,0.00086839525337565418,0.0021359817310839886,0.0047846231210414657,0.0097183416122809521,0.01779925698101479,0.02918370229994223,0.042440567712444434,0.054110212529528791,0.059686228922544137,0.056411884917125318,0.046457198622896996,0.037233493481078996,0.036532459257757524,0.045115851624318698,0.054385588469057204,0.054269973002751895,0.045024268047009457,0.038423961989389137,0.043607348548526261,0.054011004812256443,0.055117300054781818,0.045457944154557751,0.040231756344744119,0.048680863056149791,0.058429877200829386,0.05411124769609162,0.043100666748564723,0.044961008463627341,0.058903381761268997,0.063398165667168335,0.051182462903220985,0.042638300949692858,0.054699227441785209,0.074509752841915435,0.077048907953565133,0.056772211347892573,0.029425552091927073,0.010393146907581932,0.0023055367881766373,0.0002587391690503748
1.4546661781945346e-29,1.8256211782982366e-27,1.2288667374555883e-25,5.5866941166774854e-24,1.8975640310004062e-22,5.0979460738067797e-21,1.1237129760533686e-19,2.0845858865576659e-18,3.3156446403312322e-17,4.5860007006757449e-16,5.5770186204429906e-15,6.0155636899664796e-14,5.7959461639813467e-13,5.0169700335983148e-12,3.9198203777679112e-11,2.7749919846087267e-10,1.785566012614993e-9,1.0468475640058037e-8,5.6029469117839385e-8,2.7414812827247208e-7,1.2274121606029341e-6,5.0306959980626662e-6,0.000018875036433097917,0.000064795198266188402,0.00020329728330289881,0.00058200737770010644,0.0015167044981825274,0.0035863102884143023,0.0076614802096508454,0.014704933016118638,0.025172570669041057,0.038070940214533289,0.050260940483867267,0.05710413655381511,0.05517446427020207,0.045864487929030163,0.036379460202889873,0.03503907678707203,0.043161980326720448,0.052061012732322232,0.051453758259678437,0.042245472007166679,0.036936738023706771,0.043352816044145005,0.052390267884895088,0.05035358910384878,0.040728166833219695,0.04002173354802392,0.050321719374216251,0.054234323908599984,0.045025711136030548,0.040214498056883199,0.050265528653659998,0.057643766289753773,0.048781742509393725,0.041401007456875272,0.052138543399703622,0.063295666987245977,0.054599215894407541,0.042591191238044243,0.052839948841294691,0.074509752841915435,0.076408784399484917,0.052351965168740577,0.023357562337195142,0.0063280713513532451,0.00084588455689229596
3.6287600939412498e-28,4.3484063642638985e-26,2.7915344593662299e-24,1.2088667229402685e-22,3.9060861357274085e-21,9.9693350982569379e-20,2.0845858865576659e-18,3.6627402383836838e-17,5.5088553713980064e-16,7.192366420214925e-15,8.2407770235693192e-14,8.3578710433452527e-13,7.5553675602864272e-12,6.1216550589191972e-11,4.4657006276959611e-10,2.9436459258504095e-9,1.7583081355295183e-8,9.53820194195703e-8,4.7063691714327342e-7,2.1144254395758054e-6,8.6533463482316605e-6,0.000032256410527433581,0.00010944269159946286,0.00033753132947447775,0.00094427072131578833,0.0023892193460745912,0.00544572260686218,0.011121979399946905,0.020210874594614366,0.032379086047522422,0.045190345347404158,0.054145569203296801,0.054888881530179734,0.047126651961329146,0.036954488652344524,0.033431991783367013,0.04001627762029561,0.049346438152903611,0.050185364804261848,0.041592180328717037,0.035745402073633086,0.041516648248621771,0.05017160504461465,0.047813732268661514,0.03868393885175307,0.039340833275896498,0.049247429633971723,0.050291905482455394,0.040770336838005658,0.0402126607317757,0.050965751775554667,0.051806579290459975,0.041413906202554145,0.043015570451819,0.055310722819356882,0.053091677890723764,0.041732385036562651,0.04821443443480345,0.06238743967714884,0.05567812642148481,0.042591191238044243,0.054699227441785209,0.077359735185874849,0.073338357803863877,0.042801732383332191,0.014496071671552311,0.0023445716123312291
7.8218510939416819e-27,8.9398988603859896e-25,5.4671368163765903e-23,2.2523838044654382e-21,6.9143571415162735e-20,1.6741116157398645e-18,3.3156446403312322e-17,5.5088553713980064e-16,7.8208026044256868e-15,9.6198674343606077e-14,1.0362962970254591e-12,9.8598916456765498e-12,8.3417493205808078e-11,6.3091596950232498e-10,4.2841894145441604e-9,2.620598178281953e-8,1.4476745507722051e-7,7.2355621643966884e-7,3.2757134486519649e-6,0.000013439758068429824,0.000049964735805166049,0.000168172979073407,0.00051164866240305853,0.0014035653294625328,0.0034594494179596908,0.007624353076915647,0.014928532490000968,0.025747022435181881,0.038675701337900265,0.049877257813785643,0.054327372663503024,0.049516146432366642,0.039244218797945472,0.032630337653845642,0.036215633417411729,0.04580940062114911,0.049547230673282206,0.042570965894173207,0.035076369518799413,0.038644921677396251,0.04765015114805664,0.047002476402487858,0.038074882271913336,0.037671067619118546,0.047040837775539233,0.04810005048088459,0.039011276011928636,0.039356466228077382,0.049334909028746451,0.047809557766107666,0.038660466613673118,0.043812892006025038,0.052959924284268929,0.045563996962926336,0.040009315233594578,0.051921568279038978,0.054938895501495249,0.042591610137378903,0.047020572987117739,0.06238743967714884,0.054599215894407541,0.042638300949692858,0.060805308875514815,0.081196877459574464,0.064643491891586502,0.028166849235795195,0.0056152911603660493
1.4782220328202895e-25,1.6095994130923601e-23,9.3654742928891424e-22,3.6659977539824996e-20,1.067675595797654e-18,2.4486457603989693e-17,4.5860007006757449e-16,7.192366420214925e-15,9.6198674343606077e-14,1.1124838970241396e-12,1.1241999840380222e-11,1.000953676292617e-10,7.9038069970290684e-10,5.5633668054202796e-9,3.5046903974404352e-8,1.9819030718488375e-7,1.0082629595056348e-6,4.6208195776777622e-6,0.00001908902004001638,0.00007107250255222724,0.00023826317518422744,0.00071787168353105452,0.0019383027986496574,0.0046708246246027978,0.0099885720611824943,0.018811828363549283,0.030884608694947951,0.043612831325110376,0.052099683762961058,0.051820829763098096,0.0432184597212412,0.033784057481611917,0.032770731806937615,0.041062440087473563,0.048233631850131919,0.044676242788524671,0.035765826048416453,0.035475684431185651,0.044303247809566285,0.046983657325690297,0.038836331319792858,0.035624644658120316,0.044017175012855248,0.047172521154825384,0.038729339148600332,0.037506884900063937,0.046941058698080823,0.046047837270157592,0.037375414918577888,0.042544344184215777,0.050202048675692739,0.042142668522923108,0.039504225714193228,0.050896299216923623,0.04851729839291282,0.039450329643406431,0.049935444610548626,0.055372003101046096,0.042591610137378903,0.04821443443480345,0.063295666987245977,0.051182462903220985,0.044890993465223136,0.07166850950040991,0.080841999846269824,0.04693901805025775,0.011791251363593839
