5.2202435743988196e-54,1.1412293010847825e-51,1.3512077814535889e-49,1.0914714887715236e-47,6.6566339730939005e-46,3.246400564274336e-44,1.3138901411326044e-42,4.5287979035505191e-41,1.355138361896896e-39,3.5722607418254877e-38,8.3929123895036257e-37,1.7741314375112544e-35,3.4005060084089033e-34,5.9487053037925392e-33,9.550656032075219e-32,1.4139924410293066e-30,1.9384757629314806e-29,2.4696945571341653e-28,2.9334428666905318e-27,3.2575191531656753e-26,3.390469819021089e-25,3.3148906587266413e-24,3.050616431579947e-23,2.6472825596639772e-22,2.1697798943892815e-21,1.6821865998683089e-20,1.2352522601158615e-19,8.6017302759446175e-19,5.6864533771479234e-18,3.5723599015207672e-17,2.1346133741893005e-16,1.2141961339197587e-15,6.5793859127094284e-15,3.3985885666954154e-14,1.6745151384347701e-13,7.8739013703822317e-13,3.535156736100793e-12,1.5161014330343475e-11,6.2131047177786043e-11,2.4338162103682193e-10,9.1155361572897068e-10,3.2650372135185263e-9,1.1186179088840933e-8,3.6662316328839743e-8,1.1495826577268666e-7,3.4487479731805998e-7,9.8988254087867305e-7,2.7182415185883466e-6,7.1406363859650169e-6,0.00001794210981839333,0.000043114324021809895,0.000099056957529629378,0.0002175439846517658,0.00045653071713060439,0.00091515321577537629,0.0017516019791798136,0.0031995393119380411,0.005574638740968435,0.0092589709850994502,0.01464993213987379,0.022065516731209187,0.031611338732459502,0.043035785623035432,0.055621421244565239,0.068171539736357861,0.079138374227318275,0.086898894487174483,0.090124748866293995,0.088139012345125016,0.08113371534683998,0.070156993347759182,0.056859643737166109,0.043083626692557362,0.030434901066332918,0.019980259122544217,0.012145901144635469,0.0068086577177735657,0.0035028787385643377,0.0016447877312547665,0.00070029216169039941,0.00026825772423515131,0.000091587295366462949,0.000027547173529956631,7.1927616199948153e-6,1.5994888907182056e-6,2.9517278262083283e-7,4.3558863235502125e-8,4.8532067034747111e-9,3.6891139861859942e-10,1.5187365244632292e-11
1.1412293010847825e-51,2.4209923624989406e-49,2.7802379745143025e-47,2.1772403654221712e-45,1.2866819021362908e-43,6.0774696139088423e-42,2.3809950536250694e-40,7.9401422564318081e-39,2.2973874865636691e-37,5.8526184435312061e-36,1.3280632844379016e-34,2.7097198956054484e-33,5.0100105657516939e-32,8.4486618044799781e-31,1.3066892283706943e-29,1.862309500762137e-28,2.4559015893560184e-27,3.0075109366127499e-26,3.4309092520791481e-25,3.6561692745811159e-24,3.6486481294816563e-23,3.4173004702861696e-22,3.0097849722750909e-21,2.4972151138055747e-20,1.9549408398007404e-19,1.4460660719802315e-18,1.011992233849802e-17,6.708147214011192e-17,4.2161451969328351e-16,2.5149021137478363e-15,1.4248910625547771e-14,7.6739763623586335e-14,3.9311894770087524e-13,1.9166565536108843e-12,8.8981745608656395e-12,3.9353400901318983e-11,1.6586199429421245e-10,6.6638360783724596e-10,2.5527935559536834e-9,9.3259728900038161e-9,3.2494117617030926e-8,1.0798521790829934e-7,3.4226368178165172e-7,1.0345524757349004e-6,2.9817185502607299e-6,8.1921450757472066e-6,0.000021448894001299729,0.000053494600777577826,0.00012702602720732621,0.00028700337027395111,0.00061655910601318295,0.001258284127736607,0.0024369898366925327,0.0044737828760146136,0.0077736246648893228,0.012763478668191976,0.019762700675389382,0.028789128909120802,0.03934561073633742,0.050281440027647907,0.059853100065587046,0.066081051105952246,0.067390205105867501,0.06335184723801262,0.055194299183465295,0.045732288357844511,0.038557053633630195,0.036690356200771776,0.041257523359597788,0.050844008776437986,0.061936424626767914,0.070310726847765377,0.072720436020219546,0.068076717559413169,0.057608855090870992,0.044057594683050451,0.030428035872673752,0.018944488807850261,0.010600801557788799,0.0053078620557079656,0.0023637499327862222,0.00092879267393335225,0.00031867186935928588,0.000094174588087718494,0.00002353694772368529,4.8512245843272159e-6,7.9506670569185231e-7,9.7878372964657017e-8,8.1826148968024425e-9,3.6891139861859942e-10
1.3512077814535889e-49,2.7802379745143025e-47,3.0953026301921975e-45,2.34880412745834e-43,1.3443448100379696e-41,6.1465847105886653e-40,2.3297326376182091e-38,7.5122375061544931e-37,2.1004735381370856e-35,5.1679076550919393e-34,1.1318663752454266e-32,2.2275787423929558e-31,3.9699915953956385e-30,6.44881831742921e-29,9.6004840001197478e-28,1.3160617131775667e-26,1.6680182852206422e-25,1.9616000589639355e-24,2.1471334333131871e-23,2.1935121084384261e-22,2.0965742025028577e-21,1.8789211694424322e-20,1.5818723215054653e-19,1.2532720044538942e-18,9.3583056660042905e-18,6.5951252634562853e-17,4.3919252873588395e-16,2.7667326798032031e-15,1.6503697155919948e-14,9.3297457139162958e-14,5.0021919984012613e-13,2.5452939788177167e-12,1.2298368707438739e-11,5.6454117598386006e-11,2.4629289979354081e-10,1.0215269649539459e-9,4.0289083552424039e-9,1.5112175087041911e-8,5.3913204401500941e-8,1.829286516302336e-7,5.9025343492222003e-7,1.8108284767457866e-6,5.2804061019401803e-6,0.000014629577083475205,0.000038489610340112289,0.000096099135084820793,0.00022751687206654998,0.00051027927784512169,0.0010829321275199522,0.0021716741488006831,0.0041084055100785323,0.0073178373010414869,0.012243319569547782,0.019186326921279353,0.028065803079767235,0.038165435679080204,0.04801108971852164,0.055557036735979571,0.058791249206641264,0.056661348994225317,0.049934017854205679,0.04141276092258377,0.035076394917266645,0.034249594469012383,0.039651375933857631,0.048573915925903813,0.056044485209555669,0.057634717013505976,0.052311344024527692,0.043379144171199781,0.036642963619781962,0.036811590633921422,0.044489788936393578,0.055764868711766642,0.064580918554306409,0.066196759867722755,0.059474906439807802,0.046827498591862258,0.032339766591852634,0.019580455488786552,0.01036532806814799,0.0047722970124083655,0.0018952686184209393,0.00064154479293891636,0.00018199910418837681,0.000042243045187047894,7.7421652462822435e-6,1.0592862511012459e-6,9.7878372964657017e-8,4.8532067034747111e-9
1.0914714887715236e-47,2.1772403654221712e-45,2.34880412745834e-43,1.7261869840809546e-41,9.5635629761292226e-40,4.2303255733242196e-38,1.5503563672942444e-36,4.8308806599020168e-35,1.3044957160770448e-33,3.0976754056910276e-32,6.5437869613163528e-31,1.2413271262424861e-29,2.1308698534239605e-28,3.3315361702923185e-27,4.7700689173673256e-26,6.2839305464757202e-25,7.6475353175297563e-24,8.628260176141659e-23,9.0526122186240171e-22,8.8562414475974821e-21,8.0981856386958785e-20,6.9359738700344101e-19,5.5747231436852628e-18,4.2117094845185124e-17,2.9953975609987892e-16,2.0080762977850431e-15,1.270393474488185e-14,7.5922564895107635e-14,4.2900726927778636e-13,2.2937935082481882e-12,1.1612501627232934e-11,5.5695296726085225e-11,2.5317876908859965e-10,1.0911973156432124e-9,4.4602046885917348e-9,1.729207418696411e-8,6.3591923031308249e-8,2.2181780512893086e-7,7.3377132858812294e-7,2.3013137124386299e-6,6.8402090232693306e-6,0.000019257995430932888,0.000051322330516872707,0.00012935653678390867,0.00030804043245862221,0.00069218058259644736,0.0014654334067769064,0.0029178064742887352,0.0054517715026104758,0.0095336491677157396,0.015553479435474686,0.023580319656221623,0.033064955797017584,0.042638581953876557,0.050229462222114813,0.053675345460380405,0.051771013296293556,0.045302985187021624,0.037326082240869756,0.032081162972111461,0.032719049363192148,0.039058806396400395,0.047129186450308956,0.051429312521018131,0.048838722549647936,0.0413362508833345,0.034966800948990479,0.035248259841227851,0.042472262848041382,0.051048639343762994,0.05393545976715863,0.048654710134213563,0.039648548616436561,0.034756368322465336,0.038787988258902382,0.049668998516992448,0.060158107246836411,0.063237559505453869,0.056584476175600757,0.043076644981938681,0.027947144809004747,0.015440488373236805,0.0072321469243380046,0.0028461955865068903,0.00092755104961094865,0.00024481466959478673,0.000050578969469877877,7.7421652462822435e-6,7.9506670569185231e-7,4.3558863235502125e-8
6.6566339730939005e-46,1.2866819021362908e-43,1.3443448100379696e-41,9.5635629761292226e-40,5.1260235715497454e-38,2.1923820867534079e-36,7.7642460557451822e-35,2.3364351784738212e-33,6.0891160418688123e-32,1.3945872857077667e-30,2.8394884413710058e-29,5.1878758082466919e-28,8.5709973830141403e-27,1.2887110765664191e-25,1.7730608229975613e-24,2.2426144422262846e-23,2.6181180206314767e-22,2.8309910227260036e-21,2.8439459143016987e-20,2.6613002909426371e-19,2.3252668189675135e-18,1.9008763948315217e-17,1.4565557943271777e-16,1.0478254222135791e-15,7.0868304928578257e-15,4.5118401181945253e-14,2.7068378422099944e-13,1.5317308555827871e-12,8.1820081827687282e-12,4.1284231178900148e-11,1.9687542557121668e-10,8.8770009280938117e-10,3.7856643304054534e-9,1.52722164582099e-8,5.8287854590758467e-8,2.1045026880677869e-7,7.1868884271478758e-7,2.3206989953193739e-6,7.0825083426069351e-6,0.000020416487569952852,0.000055546862491929494,0.00014249352273506295,0.00034423972892605445,0.0007820136994183483,0.0016675350775922025,0.0033304062533228427,0.0062134644843088729,0.01079416342443208,0.017392356830716644,0.025867609399959208,0.035305049537374479,0.043908360492681107,0.04936725676737365,0.049814643771925962,0.045083354974280942,0.037489841916521349,0.031244994055215042,0.030241508417127625,0.035288900140355968,0.042920977591119318,0.04739729483193848,0.045125207354799683,0.038080423307817285,0.032693084235474511,0.03427183817323813,0.041704604217284565,0.047969393939039917,0.046848788743670064,0.039526831298884503,0.033883162247691628,0.036464881514301878,0.045309699122739657,0.051596870117586737,0.048820484867338819,0.039810517438859368,0.034076890375388764,0.038340946165843638,0.050067275587424068,0.059999957957627775,0.060252178347121689,0.049925525000587933,0.034183478124131453,0.019355690107056162,0.0090261513914476652,0.0034295366499377293,0.001041411846240007,0.00024481466959478673,0.000042243045187047894,4.8512245843272159e-6,2.9517278262083283e-7
3.246400564274336e-44,6.0774696139088423e-42,6.1465847105886653e-40,4.2303255733242196e-38,2.1923820867534079e-36,9.0609786755326591e-35,3.0989419298917249e-33,9.0000538028738304e-32,2.2622158702625633e-30,4.9935998896157931e-29,9.7922867756767121e-28,1.721806903503879e-26,2.7355098241784555e-25,3.9520379682526717e-24,5.2200998019374394e-23,6.3330617883010483e-22,7.0851443826558953e-21,7.3345858480777181e-20,7.0468115855606983e-19,6.2999019557100754e-18,5.2528091621740466e-17,4.0929455066327391e-16,2.9855792046582084e-15,2.0419036457349211e-14,1.3110981502306037e-13,7.9127807701657914e-13,4.4930913847071118e-12,2.402393919360939e-11,1.2103830826385798e-10,5.7493233820652262e-10,2.5757397934558573e-9,1.0886691105442235e-8,4.3416696262599943e-8,1.6337390105170667e-7,5.7997485617526324e-7,1.9418054853496568e-6,6.128734687837905e-6,0.000018223224127997507,0.000051003871485358389,0.00013422728956159811,0.00033171227888105754,0.00076852206391798414,0.0016659375989290307,0.0033706359567661182,0.0063463697200345898,0.011079480269724728,0.017854704122206743,0.02641409176549821,0.035632161276720458,0.043478745909186317,0.047567269734475199,0.046340297629713811,0.040404764479217864,0.0330042456237482,0.02870530688440126,0.030494487537823658,0.037152292100094237,0.043462435416728383,0.044099775889192982,0.038528857133795245,0.03216317401492786,0.031584275555697479,0.037698312501732241,0.044152882870977232,0.043857633716587922,0.037216508561635747,0.03228281065265746,0.035491883944349115,0.043491863114242185,0.046692636551628338,0.041157401554967102,0.034070279750903996,0.035089570898772718,0.043958056021178389,0.050320253795002709,0.046454219198913094,0.037031579625273088,0.033820927426448727,0.042101784331642012,0.054903689009286286,0.060524656197334548,0.053526376493585769,0.037858060399495758,0.021442697956762665,0.0096776771934681442,0.0034295366499377293,0.00092755104961094865,0.00018199910418837681,0.00002353694772368529,1.5994888907182056e-6
1.3138901411326044e-42,2.3809950536250694e-40,2.3297326376182091e-38,1.5503563672942444e-36,7.7642460557451822e-35,3.0989419298917249e-33,1.0228846754519258e-31,2.8651137603528169e-30,6.9408281748847808e-29,1.4755570755895323e-27,2.7845994779848951e-26,4.7082186407514199e-25,7.18697581444264e-24,9.9676043696394293e-23,1.2627548773124097e-21,1.4679619093215218e-20,1.5721026022214116e-19,1.5562799127643824e-18,1.4282699763114762e-17,1.218308946196332e-16,9.6804255777427636e-16,7.178959319244931e-15,4.9772330727295181e-14,3.2307564162811814e-13,1.9658512191414957e-12,1.122496889105488e-11,6.0198916158294523e-11,3.0343765272034767e-10,1.4383546625111734e-9,6.4142895567719927e-9,2.691658478250954e-8,1.0629544523866982e-7,3.9499983894392085e-7,1.3808846199572848e-6,4.5395009484709256e-6,0.000014024117761813041,0.000040680970776120968,0.00011068271715333032,0.0002820604577259749,0.00067210214004560533,0.0014943207994559458,0.003092035233106561,0.0059355028652851979,0.010528943304195439,0.017176252539309674,0.0256149095039746,0.034664506634885661,0.042197358112339727,0.045766760807867394,0.043928913337596088,0.037651726840838823,0.030622631217273558,0.027497359028015248,0.03060240612767287,0.037522901980036275,0.042352031322226401,0.040678652137865371,0.03420751294124881,0.029772335077497442,0.032408142777509248,0.039345205703184162,0.042530630646061051,0.03813713729337106,0.031864069875636904,0.032216568301433518,0.039186518403993082,0.043599381408408848,0.039443300872934976,0.032783426651658652,0.033722786724587901,0.041690143380954699,0.045591744801902857,0.039849459659662483,0.033172549036838325,0.036290560730724844,0.04599886747859953,0.049170599426119163,0.041379877798581931,0.033538640603195463,0.037504437972241463,0.050799243739097603,0.059791308199751731,0.054976177928944772,0.039053551351768678,0.021442697956762665,0.0090261513914476652,0.0028461955865068903,0.00064154479293891636,0.000094174588087718494,7.1927616199948153e-6
4.5287979035505191e-41,7.9401422564318081e-39,7.5122375061544931e-37,4.8308806599020168e-35,2.3364351784738212e-33,9.0000538028738304e-32,2.8651137603528169e-30,7.7345484198350752e-29,1.8045292352587751e-27,3.6917837981005139e-26,6.6992193311977617e-25,1.0882718502534452e-23,1.5946587795205227e-22,2.1210790898807608e-21,2.5746257894980037e-20,2.8648552264176028e-19,2.933615160585587e-18,2.7737141433038147e-17,2.4284389609226198e-16,1.9736941821849309e-15,1.4922925222336758e-14,1.0516121673083927e-13,6.9179410384956681e-13,4.2540923792975727e-12,2.4481656280991629e-11,1.3197327187863016e-10,6.6691014089163929e-10,3.1610421281396328e-9,1.4058622425512229e-8,5.8680716998868428e-8,2.2987959770108438e-7,8.4506246789145191e-7,2.9141087450834727e-6,9.4211500195785537e-6,0.000028532130242180934,0.000080859910230098724,0.00021414455679904715,0.00052906499481349187,0.0012167784669037861,0.0025981706191432092,0.0051340634402233229,0.0093506132044574472,0.015618158649726412,0.023775338363555138,0.032732921056451975,0.040380169336120229,0.044181321468032835,0.042553569435113145,0.036404288530817215,0.029512048908679067,0.026651014468632821,0.030031700995409039,0.036833508114839879,0.040891680586236923,0.03828417999598995,0.031804347070809532,0.028721630210669092,0.032779844912733499,0.039209168158437031,0.039972215924110219,0.034151845131099964,0.029853685023482159,0.033443463931750748,0.040086512323508115,0.040145805151579973,0.03365962792612273,0.030987847565871369,0.036934915892745696,0.042530505656661703,0.038937853041070701,0.032274786018943278,0.034259575442872187,0.042601247637423539,0.044013280564804746,0.036312777747889561,0.032881527311956663,0.040863464750702184,0.048759589962995221,0.044407532215850161,0.034611407768298813,0.035413515618712331,0.048661162311615146,0.059408873913458054,0.054976177928944772,0.037858060399495758,0.019355690107056162,0.0072321469243380046,0.0018952686184209393,0.00031867186935928588,0.000027547173529956631
1.355138361896896e-39,2.2973874865636691e-37,2.1004735381370856e-35,1.3044957160770448e-33,6.0891160418688123e-32,2.2622158702625633e-30,6.9408281748847808e-29,1.8045292352587751e-27,4.0515162806251353e-26,7.9701217021845446e-25,1.3895121061720961e-23,2.1667176839721937e-22,3.0447980502686402e-21,3.8801865592907642e-20,4.5078842983188013e-19,4.7957773162594357e-18,4.6899356149651451e-17,4.2297561358029671e-16,3.5279585592584271e-15,2.7279667468297904e-14,1.9595697643771074e-13,1.3099518178580481e-12,8.1615302255140641e-12,4.7451581689717607e-11,2.5771170820879441e-10,1.3084877014833233e-9,6.2146235648124188e-9,2.7620993015775446e-8,1.149012473123963e-7,4.4736640376463236e-7,1.6298743142392335e-6,5.5538837529676023e-6,0.000017688188946979309,0.000052600045835796258,0.00014586176876639725,0.00037655512821548676,0.00090311013081392065,0.0020070004262313704,0.0041194953144550605,0.0077782852671046092,0.013442813885123221,0.021132137805017853,0.029981630898384337,0.038026528023403828,0.042652440245437695,0.041928273022459106,0.03630740091794355,0.029327286016329841,0.025945418104274036,0.028826568517978118,0.03544667562336363,0.039546068912695128,0.036992152646115504,0.030647144891162672,0.027945885101768612,0.032298731268004976,0.038255695268557621,0.037953270793171889,0.031908484816671609,0.029007553063233732,0.033845930965140265,0.039262047633570118,0.03686747256377146,0.030695743262882582,0.031324531495035027,0.038195162016854053,0.039830739980403782,0.033548125861253676,0.030906277325725098,0.037421777738229787,0.041909241526790245,0.036404426783614764,0.031489082551407158,0.037352262335737813,0.044244485352315302,0.039822055386279161,0.032623463233616918,0.037279693547874955,0.047365563896484346,0.04589518089849082,0.035439731345410016,0.034842043382013609,0.048661162311615146,0.059791308199751731,0.053526376493585769,0.034183478124131453,0.015440488373236805,0.0047722970124083655,0.00092879267393335225,0.000091587295366462949
3.5722607418254877e-38,5.8526184435312061e-36,5.1679076550919393e-34,3.0976754056910276e-32,1.3945872857077667e-30,4.9935998896157931e-29,1.4755570755895323e-27,3.6917837981005139e-26,7.9701217021845446e-25,1.5063242543876714e-23,2.5207839458957263e-22,3.7695557180155841e-21,5.0749915405304775e-20,6.1897181788685003e-19,6.8748159452103288e-18,6.9842546598050256e-17,6.5144107722285945e-16,5.5964727401291373e-15,4.4404104692848472e-14,3.2614585677111923e-13,2.2219699727783384e-12,1.4064472980025068e-11,8.2825839124343568e-11,4.543075458477285e-10,2.3230248490179971e-9,1.1080354412798346e-8,4.9320306574251868e-8,2.0490242209067481e-7,7.9449805798381433e-7,2.8742990365977321e-6,9.6966040585853348e-6,0.000030478019238585248,0.000089150646440207131,0.00024230620117974109,0.0006107331054721367,0.0014239884263149764,0.0030618103863262832,0.0060475258572858838,0.010919183804085544,0.017912747456345578,0.026495128214059342,0.035001026382735837,0.040837778569382529,0.041634749293889924,0.037059595090859025,0.030014315667206959,0.025546839507589989,0.027214807681128468,0.033486348996169276,0.038256539961511013,0.036563231859292701,0.030390383730605905,0.027200043717236059,0.03109838240951907,0.036983713782293004,0.036756257189168926,0.030844371011697861,0.028298385223146061,0.033301434393879043,0.038011983193064472,0.034767326121004693,0.029258345349791576,0.031426033575243739,0.037804656521102542,0.037032860307185858,0.030741207735900653,0.031263112263346549,0.038242681038593372,0.038528247094485808,0.031806431262299043,0.032081520273665442,0.039779961024215417,0.039956617956681612,0.032561395749423077,0.033600045566103346,0.042446296743121154,0.041946640011907626,0.03344902075214785,0.035436061570615655,0.046389838658203337,0.046312776267001567,0.035439731345410016,0.035413515618712331,0.050799243739097603,0.060524656197334548,0.049925525000587933,0.027947144809004747,0.01036532806814799,0.0023637499327862222,0.00026825772423515131
