9.1835496157991212e-41,1.5127790088167148e-38,1.3446044140655686e-36,8.122663577884341e-35,3.6902289586060236e-33,1.3352585199654554e-31,3.9929158940945204e-30,1.0125914145478003e-28,2.2194959234917424e-27,4.2665519472938113e-26,7.2760482900592478e-25,1.1110738209454609e-23,1.5308645895586955e-22,1.9153463046654335e-21,2.1878405879939148e-20,2.2921354440888587e-19,2.2112655077378161e-18,1.9710941269270614e-17,1.6283103864789253e-16,1.2498703946291498e-15,8.9348197495866067e-15,5.9603794222804755e-14,3.7170461584505942e-13,2.1703676874854897e-12,1.1881526758476201e-11,6.1056550844862772e-11,2.9482412674097515e-10,1.3389119671568085e-9,5.7230737124969465e-9,2.3039414528358277e-8,8.7398566502143193e-8,3.1254023636926449e-7,1.0539213537611165e-6,3.3519558051607482e-6,0.000010055867415482245,0.000028455876551550146,0.000075947277437731271,0.00019114066494018716,0.00045348479616167597,0.0010138253389476966,0.0021346581442133444,0.0042304039759624655,0.0078848529283233661,0.013809440720506305,0.022702812591476545,0.034993454120322767,0.050501615924566957,0.068133339011259805,0.085779076840593783,0.10057640066208641,0.10957431633969414,0.11063302997624703,0.10321117005955271,0.088663446488588065,0.06985841883108981,0.050251696766022008,0.03282459507135161,0.019346149725119552,0.010209830191149941,0.0047801149714949757,0.0019627308149163633,0.00069656102735056475,0.00020964131577106132,0.00005214435995201807,0.000010329873520392871,1.5389821404236123e-6,1.5583214418756293e-7,8.5140195467281996e-9
1.5127790088167148e-38,2.3942432203349889e-36,2.0429679337951565e-34,1.183781219378035e-32,5.1540472082595204e-31,1.7855913953949873e-29,5.1075237708320573e-28,1.2377158765513292e-26,2.5897053500857079e-25,4.7468281002617906e-24,7.709931383290269e-23,1.1199520917444506e-21,1.4660245142514226e-20,1.7402720847035052e-19,1.8833767368861929e-18,1.8666635230831587e-17,1.7009316785380883e-16,1.4297160117056768e-15,1.1117547029924099e-14,8.0177364335880775e-14,5.3742948705876747e-13,3.3545600825070048e-12,1.9529904223498837e-11,1.0619923892236762e-10,5.4002662272321316e-10,2.5704775744156134e-9,1.1462306993351545e-8,4.7914936812590047e-8,1.8785415106165021e-7,6.9097570602908681e-7,2.384894063715611e-6,7.7239975204074092e-6,0.000023469945610474263,0.000066885668959218972,0.00017868057777027739,0.00044712325733430091,0.0010470427913606952,0.0022916868858194508,0.0046809272023379934,0.0089056733094834404,0.015744892493925138,0.025792581151347654,0.039010929019829806,0.054239472576497023,0.068956337830347933,0.079662359869455528,0.083082518433793153,0.077897218968994205,0.066133297232198126,0.053119065867503882,0.04545445584933583,0.047684610835307318,0.059523079765205211,0.075533661412771457,0.087785782389398386,0.089992814292485124,0.080570119998441634,0.062832365989558226,0.042580459437509198,0.024965494878043576,0.012570376559022279,0.005374521562207038,0.0019195935971527417,0.00055934399199097406,0.00012836538678096961,0.000021939585067956838,2.5267718010345579e-6,1.5583214418756293e-7
1.3446044140655686e-36,2.0429679337951565e-34,1.6720800934336901e-32,9.2849839836819129e-31,3.8705003339323228e-29,1.2825855081737311e-27,3.5055577112591744e-26,8.1086051536660256e-25,1.6175864322053207e-23,2.8235916454382881e-22,4.3620774731544305e-21,6.0189661925217562e-20,7.4739124107938415e-19,8.4038832047069482e-18,8.6018552026957662e-17,8.0502630879168582e-16,6.9147188939093617e-15,5.4687624752702958e-14,3.9935286732767473e-13,2.6990372560755048e-12,1.6917123056900634e-11,9.8505016789960533e-11,5.3362228962270871e-10,2.6926144947081231e-9,1.266773211257204e-8,5.5607380828931638e-8,2.2788055703620671e-7,8.7209788268948081e-7,3.1171464025486351e-6,0.000010404963099786856,0.000032424573953563402,0.000094278252368813114,0.00025555753404262431,0.00064507547194126754,0.0015140139818978578,0.0032977707322881922,0.0066502861196040391,0.012378935097182958,0.021189196591472303,0.033196164263315947,0.047320436278599189,0.060932317228073364,0.070271121963267811,0.071965548657319918,0.065254528526091219,0.053553341112924222,0.043677515410117707,0.04217428193775856,0.050603487008452043,0.063443429802211,0.071298596175879367,0.067997837727102086,0.056104959118911401,0.045619621828494699,0.046127769318880467,0.058782502667898254,0.075092299472441623,0.083474886886884965,0.077674493089870111,0.060130717151531002,0.038661845597983566,0.020540384461991329,0.0089161929524613742,0.0031005928535384178,0.00083644792614166678,0.00016592531226938388,0.000021939585067956838,1.5389821404236123e-6
8.122663577884341e-35,1.183781219378035e-32,9.2849839836819129e-31,4.9363963821651801e-29,1.9682148056956836e-27,6.2318895896904759e-26,1.6257298945670255e-24,3.5851038313532739e-23,6.810338552659886e-22,1.1305840546238623e-20,1.6588948059357876e-19,2.1710245971638372e-18,2.5530917121471973e-17,2.7145286254099609e-16,2.6228998677629872e-15,2.3131763995249709e-14,1.8688158860573466e-13,1.3874065678716192e-12,9.4899278119367167e-12,5.9938757049798929e-11,3.5022270886568891e-10,1.8959946776028076e-9,9.5218432697936317e-9,4.4402742082113168e-8,1.9239842032960898e-7,7.7496356873322454e-7,2.9021589009752349e-6,0.000010103623898644702,0.00003268759225211132,0.000098206435292591914,0.00027371775137903917,0.00070674000412578024,0.0016873409289574762,0.0037161425348625266,0.0075266877989028589,0.013965601672484176,0.023623080006032191,0.036203453152959175,0.049880144232800647,0.061199622390842013,0.066168822335143168,0.062582157173648484,0.0524106902224282,0.04205577037790841,0.038931869854947024,0.045770706052656187,0.057280764397361149,0.063508340248983835,0.058671021009979656,0.047585064345461638,0.041995365114743924,0.048708292133928508,0.061548756817413367,0.0670664468195796,0.059171401118620273,0.046602104035585323,0.044080191657598892,0.056510883750936378,0.073606869384139037,0.080097150369266812,0.069546644520575058,0.047924679008693085,0.026104074456420084,0.011095505861101816,0.0035828427060514338,0.00083644792614166678,0.00012836538678096961,0.000010329873520392871
3.6902289586060236e-33,5.1540472082595204e-31,3.8705003339323228e-29,1.9682148056956836e-27,7.4982200030087095e-26,2.2659637194365523e-24,5.6354587607521117e-23,1.1833259862032062e-21,2.137661947151244e-20,3.3702034014959147e-19,4.6896131470050541e-18,5.8115705793434559e-17,6.4611792880778501e-16,6.4836399873583505e-15,5.9020092304237226e-14,4.8942079165824308e-13,3.7102137075952649e-12,2.5788915247449777e-11,1.6476109007117178e-10,9.6949567324607487e-10,5.2628491463951045e-9,2.6390046506660167e-8,1.2235444510647612e-7,5.2485256854008332e-7,2.0836932327522754e-6,7.6561658508719169e-6,0.000026027200267142391,0.000081805804015147828,0.00023747143363819552,0.00063568765038009436,0.0015659844862230586,0.0035405828998842626,0.0073215342562685983,0.013786221607051821,0.023504251885013227,0.036022308830982882,0.049176953048647399,0.059142940936453798,0.06193378890415325,0.056194363978152978,0.045507646254660386,0.037491739456480945,0.038641965955645601,0.048189544544406378,0.057340371621841691,0.05694940688847895,0.047518003938574681,0.039999261711349061,0.043911708643834745,0.055194266193317368,0.059977908372984082,0.052127227357437665,0.042413843742082103,0.045091075731843567,0.058107968398405025,0.064670157278219425,0.055890289571908034,0.043824437585305767,0.046255018925182239,0.063505920428104974,0.07768415580283024,0.073340255892234098,0.052332094500690024,0.028056648451765528,0.011095505861101816,0.0031005928535384178,0.00055934399199097406,0.00005214435995201807
1.3352585199654554e-31,1.7855913953949873e-29,1.2825855081737311e-27,6.2318895896904759e-26,2.2659637194365523e-24,6.528145950744081e-23,1.545880821918319e-21,3.0867358863114453e-20,5.2952831860299029e-19,7.9165054977660989e-18,1.0429799632071724e-16,1.2217625340439714e-15,1.2817595412739923e-14,1.2114678011736475e-13,1.036649579453308e-12,8.0636632542003091e-12,5.7210552122493124e-11,3.7125218292832996e-10,2.2084773788252251e-9,1.2065088993609481e-8,6.0615301418546173e-8,2.8033545382042057e-7,1.1942164878147604e-6,4.6870450667284707e-6,0.000016945735636644444,0.000056405824787348862,0.00017268446156459756,0.00048550536737770928,0.0012509476441116468,0.0029456391499032343,0.0063159155984804596,0.012273455333307411,0.021485134935709252,0.033617393374442519,0.046551346785268281,0.056358716359666577,0.058897332483481142,0.052885744774255831,0.042375094750140201,0.035434549549940648,0.038096042526816589,0.047962440208939294,0.054996822481334125,0.051502903633376137,0.041747869662725474,0.038237057459045834,0.046094057593893171,0.055043920493612079,0.052593419954177704,0.042536889750898454,0.040727296989762112,0.05109864055775865,0.058183620825317138,0.050893890296852595,0.041484185546206307,0.04691269815641208,0.060499452811261403,0.061262570945023188,0.047961616475389954,0.042693977836227103,0.057404871975275835,0.075477329814145681,0.074259491311481228,0.052332094500690024,0.026104074456420084,0.0089161929524613742,0.0019195935971527417,0.00020964131577106132
3.9929158940945204e-30,5.1075237708320573e-28,3.5055577112591744e-26,1.6257298945670255e-24,5.6354587607521117e-23,1.545880821918319e-21,3.4810001882511144e-20,6.600375571704086e-19,1.0736504752065866e-17,1.5196232275222981e-16,1.8922911661765048e-15,2.0914217955614079e-14,2.0662584802190022e-13,1.835417830012086e-12,1.4728420427656615e-11,1.0718654839351535e-10,7.0968785934243038e-10,4.2859703735477965e-9,2.3657035747918453e-8,1.1952542272950488e-7,5.5335927989306511e-7,2.3489024635645369e-6,9.1433191951551252e-6,0.000032628282999871524,0.0001066578223986499,0.00031894792801061374,0.0008708144024349378,0.0021649167528507691,0.0048832561244061848,0.0099469288169452679,0.018185338603148829,0.029604452239372711,0.042477124857624592,0.053036931649765935,0.056824111531684179,0.051858826334658356,0.041642920475009756,0.03434213890953899,0.036535067024918545,0.046053435829542491,0.052569883263196583,0.048505031756409304,0.039147482010619617,0.037291877615514225,0.045926933058499782,0.052621693325370767,0.047259083482386939,0.038681854310850431,0.041705644503784007,0.052047339751751393,0.05220556315968638,0.04217342553062562,0.041010515312770637,0.052420038797679013,0.056276067872475224,0.04566767270872993,0.041677382394884872,0.054509267886225551,0.06245392976262911,0.051189694530126456,0.041961593831571576,0.055472993220275335,0.075477329814145681,0.073340255892234098,0.047924679008693085,0.020540384461991329,0.005374521562207038,0.00069656102735056475
1.0125914145478003e-28,1.2377158765513292e-26,8.1086051536660256e-25,3.5851038313532739e-23,1.1833259862032062e-21,3.0867358863114453e-20,6.600375571704086e-19,1.186670717803372e-17,1.8274129260335489e-16,2.4445128599906535e-15,2.8717582779850171e-14,2.9886214128595535e-13,2.7745189970064335e-12,2.3107202746927635e-11,1.7343471952266084e-10,1.1774917146664605e-9,7.2525860439900946e-9,4.0619835638399198e-8,2.0722202078560971e-7,9.6403190854819503e-7,4.0924359733122439e-6,0.000015854658759129133,0.000056031204596674274,0.00018045149561246407,0.00052871766843895566,0.0014059379359046519,0.0033817317538342021,0.007324992959566188,0.014204219837110959,0.024469375490951954,0.037073559706828347,0.048773671949594901,0.054888131938325693,0.052225348841028992,0.042758644763244649,0.034173370014688004,0.034332454623554428,0.042999608132487545,0.050361489059794154,0.047475121239348261,0.038311434896503813,0.035940470198545129,0.044120523716813076,0.050323537983505411,0.044624274230307573,0.036969324697542514,0.041354023942515771,0.050445648016286918,0.047640011681417088,0.038660686133359895,0.041995855919249679,0.052147936547558136,0.04909908018525599,0.039638265422135761,0.045061791404026727,0.055908938283431464,0.050026858534143211,0.040689837965000916,0.050585334203207781,0.062222939914873714,0.052283889598827959,0.041961593831571576,0.057404871975275835,0.07768415580283024,0.069546644520575058,0.038661845597983566,0.012570376559022279,0.0019627308149163633
2.2194959234917424e-27,2.5897053500857079e-25,1.6175864322053207e-23,6.810338552659886e-22,2.137661947151244e-20,5.2952831860299029e-19,1.0736504752065866e-17,1.8274129260335489e-16,2.6596028231796697e-15,3.3562647721796115e-14,3.7123475585247732e-13,3.6299251685984255e-12,3.1590594219315061e-11,2.4603498060032107e-10,1.7222992511783563e-9,1.0874054708183844e-8,6.2087450841183438e-8,3.212189631265744e-7,1.5078571735394011e-6,6.4267371426323922e-6,0.000024873434942039132,0.000087370197904341727,0.00027819018411001459,0.00080131459362503993,0.0020820180766213075,0.0048600969074870538,0.010137808590063162,0.018761792568408041,0.030516738591897496,0.043092868191225414,0.052032818344846744,0.052908524446998468,0.04534750090021261,0.035470637915654696,0.032325230166810804,0.039028163887724059,0.047759746159347324,0.047603371616374811,0.038936141882038425,0.034478532843306484,0.041210452577324864,0.048366291628023127,0.04396927657350107,0.036057770766207142,0.039592011563210199,0.048303051177933985,0.045398293474383151,0.037097985194537159,0.041355800624268206,0.050015591116862466,0.044808401039821306,0.037815530366831752,0.046099457796018158,0.052140164140302835,0.042608291717663421,0.040944769669306602,0.053558960278829603,0.052347139024978235,0.040939746875114272,0.049314360218135571,0.062222939914873714,0.051189694530126456,0.042693977836227103,0.063505920428104974,0.080097150369266812,0.060130717151531002,0.024965494878043576,0.0047801149714949757
4.2665519472938113e-26,4.7468281002617906e-24,2.8235916454382881e-22,1.1305840546238623e-20,3.3702034014959147e-19,7.9165054977660989e-18,1.5196232275222981e-16,2.4445128599906535e-15,3.3562647721796115e-14,3.9876923600363563e-13,4.143965337707885e-12,3.798119657195052e-11,3.0906444502307121e-10,2.2445464236183808e-9,1.4607976111336626e-8,8.5467975488524881e-8,4.5058534210046716e-7,2.1438287642811217e-6,9.2131740312194508e-6,0.000035767768784574068,0.00012536440921663662,0.00039613667096606715,0.0011258966397934014,0.0028685561173787575,0.0065207458187946647,0.013141223790202877,0.023279967349274478,0.035846255478734135,0.047283728843061214,0.052533524687208964,0.048608841314551421,0.038694299315635424,0.031725767852142657,0.03469116928837614,0.043955757147264227,0.047744968234242653,0.04100015794189192,0.033833532689897314,0.037560220887138188,0.046023404421611737,0.044572226603973919,0.036079603082448815,0.036987248627651763,0.045831021986861774,0.04485406985201565,0.036423433067810616,0.039333518053341762,0.047815157270643128,0.04306779057246434,0.036635883649668111,0.044810901733794049,0.048953054898805988,0.039512721075948983,0.041095519206123187,0.051622190823717975,0.045469882869704272,0.039487848541362756,0.051923349391140398,0.05299897647454361,0.040939746875114272,0.050585334203207781,0.06245392976262911,0.047961616475389954,0.046255018925182239,0.073606869384139037,0.077674493089870111,0.042580459437509198,0.010209830191149941
